Blender 4.5.13 LTS (hash daeeeca98fb0 built 2026-08-25 01:31:19)
Read blend: "/home/naresh/Documents/nareshpane.github.io/research/gpt-6-astra-blender/blender/city_master.blend"
Fra:1 Mem:35.76M (Peak 35.76M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | City foundation
Fra:1 Mem:42.55M (Peak 42.55M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_30-38
Fra:1 Mem:42.55M (Peak 42.55M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_30-31
Fra:1 Mem:42.56M (Peak 42.56M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_31-39
Fra:1 Mem:42.56M (Peak 42.56M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_32-40
Fra:1 Mem:42.56M (Peak 42.56M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_32-33
Fra:1 Mem:42.56M (Peak 42.56M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_33-41
Fra:1 Mem:42.56M (Peak 42.56M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_33-34
Fra:1 Mem:42.56M (Peak 42.56M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_34-42
Fra:1 Mem:42.56M (Peak 42.56M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_34-35
Fra:1 Mem:42.56M (Peak 42.56M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_35-43
Fra:1 Mem:42.57M (Peak 42.57M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_35-36
Fra:1 Mem:42.57M (Peak 42.57M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | BridgeRail_35-36
Fra:1 Mem:42.57M (Peak 42.57M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_36-44
Fra:1 Mem:42.57M (Peak 42.57M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_36-37
Fra:1 Mem:42.58M (Peak 42.58M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_37-45
Fra:1 Mem:42.59M (Peak 42.59M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_37-38
Fra:1 Mem:42.59M (Peak 42.59M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_38-39
Fra:1 Mem:42.59M (Peak 42.59M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_39-47
Fra:1 Mem:42.59M (Peak 42.59M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_40-48
Fra:1 Mem:42.59M (Peak 42.59M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_40-41
Fra:1 Mem:42.59M (Peak 42.59M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_41-49
Fra:1 Mem:42.59M (Peak 42.59M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_41-42
Fra:1 Mem:42.60M (Peak 42.60M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_42-50
Fra:1 Mem:42.60M (Peak 42.60M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_42-43
Fra:1 Mem:42.60M (Peak 42.60M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_43-51
Fra:1 Mem:42.60M (Peak 42.60M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_44-52
Fra:1 Mem:42.60M (Peak 42.60M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_44-45
Fra:1 Mem:42.60M (Peak 42.60M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_45-53
Fra:1 Mem:42.60M (Peak 42.60M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_45-46
Fra:1 Mem:42.61M (Peak 42.61M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_46-54
Fra:1 Mem:42.61M (Peak 42.61M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_46-47
Fra:1 Mem:42.61M (Peak 42.61M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_47-55
Fra:1 Mem:42.61M (Peak 42.61M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_48-49
Fra:1 Mem:42.61M (Peak 42.61M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_49-50
Fra:1 Mem:42.61M (Peak 42.61M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_50-51
Fra:1 Mem:42.61M (Peak 42.61M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_52-53
Fra:1 Mem:42.61M (Peak 42.61M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_54-55
Fra:1 Mem:42.62M (Peak 42.62M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | All block sidewalks
Fra:1 Mem:42.62M (Peak 42.62M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | All lane dashes and crossings
Fra:1 Mem:42.63M (Peak 42.64M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B001 • Old Quay
Fra:1 Mem:42.85M (Peak 42.85M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B002 • Old Quay
Fra:1 Mem:42.84M (Peak 42.85M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B003 • Old Quay
Fra:1 Mem:43.16M (Peak 43.16M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B004 • Old Quay
Fra:1 Mem:43.37M (Peak 43.37M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B005 • Old Quay
Fra:1 Mem:43.48M (Peak 43.48M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B006 • Old Quay
Fra:1 Mem:43.60M (Peak 43.60M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B007 • Old Quay
Fra:1 Mem:43.62M (Peak 43.62M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B008 • Old Quay
Fra:1 Mem:43.63M (Peak 43.64M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B009 • Old Quay
Fra:1 Mem:43.74M (Peak 43.74M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B010 • Old Quay
Fra:1 Mem:43.74M (Peak 43.74M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B011 • Old Quay
Fra:1 Mem:43.84M (Peak 43.84M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B012 • Old Quay
Fra:1 Mem:43.89M (Peak 43.89M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B013 • Old Quay
Fra:1 Mem:43.91M (Peak 43.91M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B014 • Old Quay
Fra:1 Mem:44.01M (Peak 44.01M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B015 • Old Quay
Fra:1 Mem:44.04M (Peak 44.04M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B016 • Old Quay
Fra:1 Mem:44.06M (Peak 44.06M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B017 • Old Quay
Fra:1 Mem:44.10M (Peak 44.10M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B018 • Old Quay
Fra:1 Mem:44.26M (Peak 44.26M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B019 • Civic Terrace
Fra:1 Mem:44.33M (Peak 44.33M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B020 • Civic Terrace
Fra:1 Mem:44.35M (Peak 44.35M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B021 • Civic Terrace
Fra:1 Mem:44.37M (Peak 44.37M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B022 • Civic Terrace
Fra:1 Mem:44.50M (Peak 44.50M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B023 • Civic Terrace
Fra:1 Mem:44.71M (Peak 44.71M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B024 • Civic Terrace
Fra:1 Mem:44.82M (Peak 44.82M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B025 • Civic Terrace
Fra:1 Mem:44.79M (Peak 44.82M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B026 • Civic Terrace
Fra:1 Mem:45.09M (Peak 45.09M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B027 • Civic Terrace
Fra:1 Mem:45.20M (Peak 45.20M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B028 • Civic Terrace
Fra:1 Mem:45.24M (Peak 45.24M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B030 • Civic Terrace
Fra:1 Mem:45.27M (Peak 45.27M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B031 • Civic Terrace
Fra:1 Mem:45.52M (Peak 45.52M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B032 • Civic Terrace
Fra:1 Mem:45.55M (Peak 45.55M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B033 • Civic Terrace
Fra:1 Mem:45.61M (Peak 45.61M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B034 • Civic Terrace
Fra:1 Mem:45.98M (Peak 45.98M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B035 • Civic Terrace
Fra:1 Mem:46.04M (Peak 46.04M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B036 • Civic Terrace
Fra:1 Mem:46.15M (Peak 46.15M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B037 • Old Quay
Fra:1 Mem:46.17M (Peak 46.17M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B038 • Old Quay
Fra:1 Mem:46.21M (Peak 46.21M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B039 • Old Quay
Fra:1 Mem:46.37M (Peak 46.37M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B040 • Old Quay
Fra:1 Mem:46.38M (Peak 46.38M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B042 • Old Quay
Fra:1 Mem:46.44M (Peak 46.44M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B043 • Old Quay
Fra:1 Mem:46.53M (Peak 46.53M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B044 • Old Quay
Fra:1 Mem:46.61M (Peak 46.61M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B045 • Old Quay
Fra:1 Mem:46.61M (Peak 46.61M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B048 • Old Quay
Fra:1 Mem:46.78M (Peak 46.78M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B049 • Old Quay
Fra:1 Mem:46.67M (Peak 46.78M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B050 • Old Quay
Fra:1 Mem:46.69M (Peak 46.78M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B051 • Old Quay
Fra:1 Mem:46.77M (Peak 46.78M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B052 • Old Quay
Fra:1 Mem:46.81M (Peak 46.81M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B053 • Old Quay
Fra:1 Mem:46.89M (Peak 46.89M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B054 • Old Quay
Fra:1 Mem:46.95M (Peak 46.95M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B055 • Civic Terrace
Fra:1 Mem:46.95M (Peak 46.95M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B056 • Civic Terrace
Fra:1 Mem:46.97M (Peak 46.97M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B058 • Civic Terrace
Fra:1 Mem:47.17M (Peak 47.17M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B059 • Civic Terrace
Fra:1 Mem:47.35M (Peak 47.35M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B060 • Civic Terrace
Fra:1 Mem:47.42M (Peak 47.42M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B061 • Civic Terrace
Fra:1 Mem:47.58M (Peak 47.58M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B062 • Civic Terrace
Fra:1 Mem:47.57M (Peak 47.58M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B064 • Civic Terrace
Fra:1 Mem:47.69M (Peak 47.69M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B065 • Civic Terrace
Fra:1 Mem:47.73M (Peak 47.73M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B066 • Civic Terrace
Fra:1 Mem:47.90M (Peak 47.90M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B067 • Old Quay
Fra:1 Mem:47.96M (Peak 47.96M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B069 • Old Quay
Fra:1 Mem:48.10M (Peak 48.10M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B070 • Old Quay
Fra:1 Mem:48.17M (Peak 48.17M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B071 • Old Quay
Fra:1 Mem:48.23M (Peak 48.23M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B072 • Old Quay
Fra:1 Mem:48.25M (Peak 48.26M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B073 • Old Quay
Fra:1 Mem:48.26M (Peak 48.26M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B074 • Old Quay
Fra:1 Mem:48.33M (Peak 48.33M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B075 • Old Quay
Fra:1 Mem:48.41M (Peak 48.41M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B076 • Old Quay
Fra:1 Mem:48.43M (Peak 48.43M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B077 • Old Quay
Fra:1 Mem:48.45M (Peak 48.45M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B078 • Old Quay
Fra:1 Mem:48.49M (Peak 48.49M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B079 • Old Quay
Fra:1 Mem:48.51M (Peak 48.51M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B080 • Old Quay
Fra:1 Mem:48.59M (Peak 48.59M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B081 • Old Quay
Fra:1 Mem:48.64M (Peak 48.64M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B082 • Old Quay
Fra:1 Mem:48.64M (Peak 48.64M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B084 • Old Quay
Fra:1 Mem:48.69M (Peak 48.69M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B085 • Civic Terrace
Fra:1 Mem:48.78M (Peak 48.78M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B086 • Civic Terrace
Fra:1 Mem:48.82M (Peak 48.82M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B087 • Civic Terrace
Fra:1 Mem:48.98M (Peak 48.98M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B089 • Civic Terrace
Fra:1 Mem:49.06M (Peak 49.06M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B090 • Civic Terrace
Fra:1 Mem:49.19M (Peak 49.19M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B091 • Civic Terrace
Fra:1 Mem:49.17M (Peak 49.19M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B092 • Civic Terrace
Fra:1 Mem:49.26M (Peak 49.26M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B093 • Civic Terrace
Fra:1 Mem:49.57M (Peak 49.57M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B094 • Civic Terrace
Fra:1 Mem:49.57M (Peak 49.57M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B095 • Civic Terrace
Fra:1 Mem:49.67M (Peak 49.67M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B096 • Civic Terrace
Fra:1 Mem:49.73M (Peak 49.73M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B097 • Civic Terrace
Fra:1 Mem:50.07M (Peak 50.07M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B098 • Civic Terrace
Fra:1 Mem:50.03M (Peak 50.07M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B099 • Civic Terrace
Fra:1 Mem:50.16M (Peak 50.16M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B100 • Civic Terrace
Fra:1 Mem:50.29M (Peak 50.29M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B101 • Civic Terrace
Fra:1 Mem:50.28M (Peak 50.29M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B102 • Civic Terrace
Fra:1 Mem:50.31M (Peak 50.31M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B103 • Garden Quarter
Fra:1 Mem:50.42M (Peak 50.42M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B104 • Garden Quarter
Fra:1 Mem:50.46M (Peak 50.46M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B105 • Garden Quarter
Fra:1 Mem:50.46M (Peak 50.46M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B106 • Garden Quarter
Fra:1 Mem:50.55M (Peak 50.55M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B107 • Garden Quarter
Fra:1 Mem:50.56M (Peak 50.56M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B109 • Garden Quarter
Fra:1 Mem:50.64M (Peak 50.64M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B110 • Garden Quarter
Fra:1 Mem:50.69M (Peak 50.69M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B111 • Garden Quarter
Fra:1 Mem:50.77M (Peak 50.77M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B112 • Garden Quarter
Fra:1 Mem:50.82M (Peak 50.82M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B113 • Garden Quarter
Fra:1 Mem:50.84M (Peak 50.84M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B114 • Garden Quarter
Fra:1 Mem:50.85M (Peak 50.85M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B115 • Garden Quarter
Fra:1 Mem:50.89M (Peak 50.89M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B116 • Garden Quarter
Fra:1 Mem:50.95M (Peak 50.95M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B117 • Garden Quarter
Fra:1 Mem:51.05M (Peak 51.05M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B118 • Garden Quarter
Fra:1 Mem:51.05M (Peak 51.05M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B119 • Garden Quarter
Fra:1 Mem:51.07M (Peak 51.07M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B120 • Garden Quarter
Fra:1 Mem:51.12M (Peak 51.12M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B121 • Innovation District
Fra:1 Mem:51.23M (Peak 51.23M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B123 • Innovation District
Fra:1 Mem:51.31M (Peak 51.31M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B124 • Innovation District
Fra:1 Mem:51.37M (Peak 51.37M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B125 • Innovation District
Fra:1 Mem:51.59M (Peak 51.59M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B126 • Innovation District
Fra:1 Mem:51.53M (Peak 51.59M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B127 • Innovation District
Fra:1 Mem:51.64M (Peak 51.64M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B128 • Innovation District
Fra:1 Mem:51.67M (Peak 51.67M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B129 • Innovation District
Fra:1 Mem:51.89M (Peak 51.89M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B130 • Innovation District
Fra:1 Mem:51.97M (Peak 51.97M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B131 • Innovation District
Fra:1 Mem:51.95M (Peak 51.97M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B132 • Innovation District
Fra:1 Mem:52.03M (Peak 52.03M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B133 • Innovation District
Fra:1 Mem:52.26M (Peak 52.26M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B134 • Innovation District
Fra:1 Mem:52.19M (Peak 52.26M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B138 • Innovation District
Fra:1 Mem:52.64M (Peak 52.64M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B139 • Garden Quarter
Fra:1 Mem:52.67M (Peak 52.67M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B142 • Garden Quarter
